id,year,part,main,sub,points,theme,ask,keywords,type,cluster,difficulty,importance,textbook,heading,related,memo,pdf_page,internal_page,source,question_page,problem_pdf_page,answer_pdf_page,problem_path,textbook_path,answer_path,official_primary_title,official_primary_url,official_related_titles,official_related_urls,official_ref_count,references_json,reference_count,reference_summary,official_display_section,official_display_excerpt,official_exam_url
2018-Q1(1),2018,第Ⅰ部,問題1,(1),5,アセット・シェアの定義と活用目的,説明,アセット・シェア／保険料率／責任準備金十分性／配当確認,知識型,アセット・シェア,2,S,hoken1-seiho_03.pdf,第3章 アセット・シェア ＞ 3.1.1 アセット・シェアの定義,3.1.2 アセット・シェア計算の目的,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：3.1.2 アセット・シェア計算の目的,5,3-1,2018G.pdf,p.1,1,6,exams/2018G.pdf#page=1,textbooks/hoken1-seiho_03.pdf#page=5,exams/2018G.pdf#page=6,,,,,,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第3章 アセット・シェア ＞ 3.1.1 アセット・シェアの定義"", ""source"": ""hoken1-seiho_03.pdf"", ""usage"": ""3.1.2 アセット・シェア計算の目的"", ""url"": ""textbooks/hoken1-seiho_03.pdf#page=5"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：3.1.2 アセット・シェア計算の目的"", ""pdf_page"": ""5"", ""internal_page"": ""3-1""}]",1,教科書：第3章 アセット・シェア ＞ 3.1.1 アセット・シェアの定義,,,
2018-Q1(2),2018,第Ⅰ部,問題1,(2),5,商品開発の事後モニタリングと改善アクション,説明,事後モニタリング／給付発生指数／予定発生率／改善アクション／副作用,複合型,商品開発・モニタリング,3,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.2.4 事後モニタリングと改善アクション,4.1.1 不確実性の下での財務健全性・収益性,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：4.1.1 不確実性の下での財務健全性・収益性,22,4-19,2018G.pdf,p.1,1,6,exams/2018G.pdf#page=1,textbooks/hoken1-seiho_04.pdf#page=22,exams/2018G.pdf#page=6,,,,,,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第4章 生命保険の商品開発 ＞ 4.2.4 事後モニタリングと改善アクション"", ""source"": ""hoken1-seiho_04.pdf"", ""usage"": ""4.1.1 不確実性の下での財務健全性・収益性"", ""url"": ""textbooks/hoken1-seiho_04.pdf#page=22"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：4.1.1 不確実性の下での財務健全性・収益性"", ""pdf_page"": ""22"", ""internal_page"": ""4-19""}]",1,教科書：第4章 生命保険の商品開発 ＞ 4.2.4 事後モニタリングと改善アクション,,,
2018-Q1(3),2018,第Ⅰ部,問題1,(3),5,商品毎収益検証モデル選定の論点,列挙,モデル選定／計算負荷／再現性／目的適合性／モデルポイント,知識型,商品毎収益検証,3,S,hoken1-seiho_10.pdf,第10章 商品毎収益検証 ＞ 10.10.1 モデルの選定,10.10.2 モデル・ポイント法の注意事項,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：10.10.2 モデル・ポイント法の注意事項,58,10-52,2018G.pdf,p.1,1,6,exams/2018G.pdf#page=1,textbooks/hoken1-seiho_10.pdf#page=58,exams/2018G.pdf#page=6,,,,,,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第10章 商品毎収益検証 ＞ 10.10.1 モデルの選定"", ""source"": ""hoken1-seiho_10.pdf"", ""usage"": ""10.10.2 モデル・ポイント法の注意事項"", ""url"": ""textbooks/hoken1-seiho_10.pdf#page=58"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：10.10.2 モデル・ポイント法の注意事項"", ""pdf_page"": ""58"", ""internal_page"": ""10-52""}]",1,教科書：第10章 商品毎収益検証 ＞ 10.10.1 モデルの選定,,,
2018-Q1(4),2018,第Ⅰ部,問題1,(4),7,監督指針の商品開発態勢・商品審査上の留意点,語句記入,収支予測／合理的／特別利益提供／契約者保護／モラルリスク,知識型,法令・商品開発,3,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.4.10 法令等,4.2.3 事前に確認すべき事項,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：4.2.3 事前に確認すべき事項,54,4-51,2018G.pdf,p.2,2,7,exams/2018G.pdf#page=2,textbooks/hoken1-seiho_04.pdf#page=54,exams/2018G.pdf#page=7,II-2-5 商品開発に係る内部管理態勢,https://www.fsa.go.jp/common/law/guide/ins/02b.html#:~:text=II%20%EF%BC%8D%EF%BC%92%EF%BC%8D%EF%BC%95%EF%BC%8D%EF%BC%91%20%E6%84%8F%E7%BE%A9,IV-1 共通事項 ／ IV-5-1 保険料 ／ 保険業法 第300条（保険募集に関する禁止行為）,https://www.fsa.go.jp/common/law/guide/ins/04.html#:~:text=IV%20%EF%BC%8D%EF%BC%91%20%E5%85%B1%E9%80%9A%E4%BA%8B%E9%A0%85,4,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第4章 生命保険の商品開発 ＞ 4.4.10 法令等"", ""source"": ""hoken1-seiho_04.pdf"", ""usage"": ""4.2.3 事前に確認すべき事項"", ""url"": ""textbooks/hoken1-seiho_04.pdf#page=54"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：4.2.3 事前に確認すべき事項"", ""pdf_page"": ""54"", ""internal_page"": ""4-51""}, {""id"": ""OFF-02"", ""category"": ""監督指針"", ""title"": ""II-2-5 商品開発に係る内部管理態勢"", ""source"": ""金融庁"", ""usage"": ""商品開発プロセス、内部管理、保険計理人・関連部門連携"", ""url"": ""https://www.fsa.go.jp/common/law/guide/ins/02b.html#:~:text=II%20%EF%BC%8D%EF%BC%92%EF%BC%8D%EF%BC%95%EF%BC%8D%EF%BC%91%20%E6%84%8F%E7%BE%A9"", ""type"": ""公式"", ""reason"": ""商品開発プロセス、内部管理、保険計理人・関連部門連携"", ""section_hint"": ""II－2－5 商品開発に係る内部管理態勢"", ""excerpt"": ""商品内容は普通保険約款・事業方法書に、料率は算出方法書に記載される。商品開発では、自己責任原則に基づき、リスク面・財務面・募集面・法制面等を検討する内部管理態勢が求められる。"", ""display_mode"": ""official_panel""}, {""id"": ""OFF-07"", ""category"": ""監督指針"", ""title"": ""IV-1 共通事項"", ""source"": ""金融庁"", ""usage"": ""商品審査の共通事項、危険選択、告知項目、免責、団体保険等"", ""url"": ""https://www.fsa.go.jp/common/law/guide/ins/04.html#:~:text=IV%20%EF%BC%8D%EF%BC%91%20%E5%85%B1%E9%80%9A%E4%BA%8B%E9%A0%85"", ""type"": ""公式"", ""reason"": ""商品審査の共通事項、危険選択、告知項目、免責、団体保険等"", ""section_hint"": ""IV－1 共通事項"", ""excerpt"": ""第一分野・第二分野・第三分野の商品審査に共通する留意点。約款、保障内容、危険選択、告知、免責、保険金額等を含む。"", ""display_mode"": ""official_panel""}, {""id"": ""OFF-14"", ""category"": ""監督指針"", ""title"": ""IV-5-1 保険料"", ""source"": ""金融庁"", ""usage"": ""保険料・付加保険料・料率区分・割増引制度"", ""url"": ""https://www.fsa.go.jp/common/law/guide/ins/04.html#:~:text=IV%20%EF%BC%8D%EF%BC%95%EF%BC%8D%EF%BC%91%20%E4%BF%9D%E9%99%BA%E6%96%99"", ""type"": ""公式"", ""reason"": ""保険料・付加保険料・料率区分・割増引制度"", ""section_hint"": ""IV－5－1 保険料"", ""excerpt"": ""保険料の算出方法について、十分性・公平性等を考慮して合理的かつ妥当か、不当な差別的扱いがないか、予定発生率等が基礎データに基づくかを確認する箇所。"", ""display_mode"": ""official_panel""}, {""id"": ""OFF-21"", ""category"": ""法令"", ""title"": ""保険業法 第300条（保険募集に関する禁止行為）"", ""source"": ""e-Gov法令検索"", ""usage"": ""特別利益提供、募集上の禁止行為"", ""url"": ""https://laws.e-gov.go.jp/law/407AC0000000105#Mp-At_300"", ""type"": ""公式"", ""reason"": ""特別利益提供、募集上の禁止行為"", ""section_hint"": ""保険業法 第300条（保険募集に関する禁止行為）"", ""excerpt"": ""保険募集に関する禁止行為。特別利益の提供、重要事項の不告知・不実告知などの確認先。"", ""display_mode"": ""official_panel""}]",5,教科書：第4章 生命保険の商品開発 ＞ 4.4.10 法令等 ／ 公式：II-2-5 商品開発に係る内部管理態勢 ／ 公式：IV-1 共通事項 ／ 公式：IV-5-1 保険料 ／ 公式：保険業法 第300条（保険募集に関する禁止行為）,II－2－5 商品開発に係る内部管理態勢,商品内容は普通保険約款・事業方法書に、料率は算出方法書に記載される。商品開発では、自己責任原則に基づき、リスク面・財務面・募集面・法制面等を検討する内部管理態勢が求められる。,
2018-Q1(5),2018,第Ⅰ部,問題1,(5),5,最低保証付変額年金保険のプライシング,語句記入,最低保証費用率／特別勘定残高／インザマネー／分散効果／市場整合的,知識型,変額年金・プライシング,3,S,hoken1-seiho_05.pdf,第5章 変額年金保険 ＞ 5.2.1 最低保証の金融リスク,5.3 変額年金保険数理の基本的な考え方,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：5.3 変額年金保険数理の基本的な考え方,9,5-5,2018G.pdf,p.3,3,7,exams/2018G.pdf#page=3,textbooks/hoken1-seiho_05.pdf#page=9,exams/2018G.pdf#page=7,IV-1-14 特別勘定又は積立勘定を設ける商品,https://www.fsa.go.jp/common/law/guide/ins/04.html#:~:text=IV%20%EF%BC%8D%EF%BC%91%EF%BC%8D14%20%E7%89%B9%E5%88%A5%E5%8B%98%E5%AE%9A%E5%8F%88%E3%81%AF%E7%A9%8D%E7%AB%8B%E5%8B%98%E5%AE%9A%E3%82%92%E8%A8%AD%E3%81%91%E3%82%8B%E5%95%86%E5%93%81,,,1,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第5章 変額年金保険 ＞ 5.2.1 最低保証の金融リスク"", ""source"": ""hoken1-seiho_05.pdf"", ""usage"": ""5.3 変額年金保険数理の基本的な考え方"", ""url"": ""textbooks/hoken1-seiho_05.pdf#page=9"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：5.3 変額年金保険数理の基本的な考え方"", ""pdf_page"": ""9"", ""internal_page"": ""5-5""}, {""id"": ""OFF-11"", ""category"": ""監督指針"", ""title"": ""IV-1-14 特別勘定又は積立勘定を設ける商品"", ""source"": ""金融庁"", ""usage"": ""変額年金、特別勘定、最低保証を含む商品の審査観点"", ""url"": ""https://www.fsa.go.jp/common/law/guide/ins/04.html#:~:text=IV%20%EF%BC%8D%EF%BC%91%EF%BC%8D14%20%E7%89%B9%E5%88%A5%E5%8B%98%E5%AE%9A%E5%8F%88%E3%81%AF%E7%A9%8D%E7%AB%8B%E5%8B%98%E5%AE%9A%E3%82%92%E8%A8%AD%E3%81%91%E3%82%8B%E5%95%86%E5%93%81"", ""type"": ""公式"", ""reason"": ""変額年金、特別勘定、最低保証を含む商品の審査観点"", ""section_hint"": ""IV－1－14 特別勘定又は積立勘定を設ける商品"", ""excerpt"": ""変額年金・特別勘定・積立勘定を設ける商品、最低保証を含む商品の商品審査上の確認先。"", ""display_mode"": ""official_panel""}]",2,教科書：第5章 変額年金保険 ＞ 5.2.1 最低保証の金融リスク ／ 公式：IV-1-14 特別勘定又は積立勘定を設ける商品,IV－1－14 特別勘定又は積立勘定を設ける商品,変額年金・特別勘定・積立勘定を設ける商品、最低保証を含む商品の商品審査上の確認先。,
2018-Q1(6),2018,第Ⅰ部,問題1,(6),3,団体定期保険の優良団体割引率,計算,優良団体割引／正規分布／信頼区間／被保険者数,計算型,団体生命保険,4,A,hoken1-seiho_06.pdf,第6章 団体生命保険 ＞ 6.6.4 経験体割引,6.6.2 平均保険料率,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：6.6.2 平均保険料率,24,6-20,2018G.pdf,p.3,3,7,exams/2018G.pdf#page=3,textbooks/hoken1-seiho_06.pdf#page=24,exams/2018G.pdf#page=7,,,,,,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第6章 団体生命保険 ＞ 6.6.4 経験体割引"", ""source"": ""hoken1-seiho_06.pdf"", ""usage"": ""6.6.2 平均保険料率"", ""url"": ""textbooks/hoken1-seiho_06.pdf#page=24"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：6.6.2 平均保険料率"", ""pdf_page"": ""24"", ""internal_page"": ""6-20""}]",1,教科書：第6章 団体生命保険 ＞ 6.6.4 経験体割引,,,
2018-Q2(1),2018,第Ⅰ部,問題2,(1),10,生保標準生命表2018（死亡保険用）の作成過程,説明,生保標準生命表2018／観察年度／截断／選択効果／高年齢データ,知識型,営業保険料・基礎率,4,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.1 予定死亡率・予定給付発生率等,7.4.1.1 死亡率,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：7.4.1.1 死亡率,9,1-7,2018G.pdf,p.4,4,8,exams/2018G.pdf#page=4,textbooks/hoken1-seiho_01.pdf#page=9,exams/2018G.pdf#page=8,金融庁 報道発表資料（保険会社関係）,https://www.fsa.go.jp/news/r7/hoken/news_menu_h.html,,,1,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第1章 営業保険料 ＞ 1.4.1 予定死亡率・予定給付発生率等"", ""source"": ""hoken1-seiho_01.pdf"", ""usage"": ""7.4.1.1 死亡率"", ""url"": ""textbooks/hoken1-seiho_01.pdf#page=9"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：7.4.1.1 死亡率"", ""pdf_page"": ""9"", ""internal_page"": ""1-7""}, {""id"": ""OFF-29"", ""category"": ""パブコメ"", ""title"": ""金融庁 報道発表資料（保険会社関係）"", ""source"": ""金融庁"", ""usage"": ""監督指針・法令改正・標準生命表関連などの公表資料、パブリックコメント確認"", ""url"": ""https://www.fsa.go.jp/news/r7/hoken/news_menu_h.html"", ""type"": ""公式"", ""reason"": ""監督指針・法令改正・標準生命表関連などの公表資料、パブリックコメント確認"", ""section_hint"": ""金融庁 報道発表資料（保険会社関係）"", ""excerpt"": ""監督指針・法令改正・標準生命表関連などのパブリックコメント・公表資料の入口。個別案件の確認用。"", ""display_mode"": ""official_panel""}]",2,教科書：第1章 営業保険料 ＞ 1.4.1 予定死亡率・予定給付発生率等 ／ 公式：金融庁 報道発表資料（保険会社関係）,金融庁 報道発表資料（保険会社関係）,監督指針・法令改正・標準生命表関連などのパブリックコメント・公表資料の入口。個別案件の確認用。,
2018-Q2(2),2018,第Ⅰ部,問題2,(2),10,金利上昇時の解約返戻金支払と流動性問題,説明,金利上昇／解約返戻金／流動性リスク／MVA／契約者行動モデル,複合型,解約返戻金・金利リスク,4,S,hoken1-seiho_02.pdf,第2章 解約および解約返戻金 ＞ 2.7.4 流動性に対するリスク管理,2.7.2 ALMの観点からみた解約,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：2.7.2 ALMの観点からみた解約,42,2-36,2018G.pdf,p.4,4,9,exams/2018G.pdf#page=4,textbooks/hoken1-seiho_02.pdf#page=42,exams/2018G.pdf#page=9,II-3-12 流動性リスク管理態勢,https://www.fsa.go.jp/common/law/guide/ins/02c.html#:~:text=II%20%EF%BC%8D%EF%BC%93%EF%BC%8D12%20%E6%B5%81%E5%8B%95%E6%80%A7%E3%83%AA%E3%82%B9%E3%82%AF%E7%AE%A1%E7%90%86%E6%85%8B%E5%8B%A2,IV-5-3 契約者価額,https://www.fsa.go.jp/common/law/guide/ins/04.html#:~:text=IV%20%EF%BC%8D%EF%BC%95%EF%BC%8D%EF%BC%93%20%E5%A5%91%E7%B4%84%E8%80%85%E4%BE%A1%E9%A1%8D,2,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第2章 解約および解約返戻金 ＞ 2.7.4 流動性に対するリスク管理"", ""source"": ""hoken1-seiho_02.pdf"", ""usage"": ""2.7.2 ALMの観点からみた解約"", ""url"": ""textbooks/hoken1-seiho_02.pdf#page=42"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：2.7.2 ALMの観点からみた解約"", ""pdf_page"": ""42"", ""internal_page"": ""2-36""}, {""id"": ""OFF-05"", ""category"": ""監督指針"", ""title"": ""II-3-12 流動性リスク管理態勢"", ""source"": ""金融庁"", ""usage"": ""流動性リスク、金利上昇時の解約増加・資金流出"", ""url"": ""https://www.fsa.go.jp/common/law/guide/ins/02c.html#:~:text=II%20%EF%BC%8D%EF%BC%93%EF%BC%8D12%20%E6%B5%81%E5%8B%95%E6%80%A7%E3%83%AA%E3%82%B9%E3%82%AF%E7%AE%A1%E7%90%86%E6%85%8B%E5%8B%A2"", ""type"": ""公式"", ""reason"": ""流動性リスク、金利上昇時の解約増加・資金流出"", ""section_hint"": ""II－3－12 流動性リスク管理態勢"", ""excerpt"": ""資金繰り・流動性リスクの管理態勢、金利上昇時の解約増加や資金流出への備えを確認する箇所。"", ""display_mode"": ""official_panel""}, {""id"": ""OFF-16"", ""category"": ""監督指針"", ""title"": ""IV-5-3 契約者価額"", ""source"": ""金融庁"", ""usage"": ""解約返戻金、契約者価額、MVA、市場価格調整"", ""url"": ""https://www.fsa.go.jp/common/law/guide/ins/04.html#:~:text=IV%20%EF%BC%8D%EF%BC%95%EF%BC%8D%EF%BC%93%20%E5%A5%91%E7%B4%84%E8%80%85%E4%BE%A1%E9%A1%8D"", ""type"": ""公式"", ""reason"": ""解約返戻金、契約者価額、MVA、市場価格調整"", ""section_hint"": ""IV－5－3 契約者価額"", ""excerpt"": ""解約返戻金は支出した事業費・投資上の損失・保険設計上の仕組み等に照らして合理的かつ妥当か、MVA係数はリスク管理や取引費用との整合性から妥当かを確認する箇所。"", ""display_mode"": ""official_panel""}]",3,教科書：第2章 解約および解約返戻金 ＞ 2.7.4 流動性に対するリスク管理 ／ 公式：II-3-12 流動性リスク管理態勢 ／ 公式：IV-5-3 契約者価額,II－3－12 流動性リスク管理態勢,資金繰り・流動性リスクの管理態勢、金利上昇時の解約増加や資金流出への備えを確認する箇所。,
2018-Q3(1),2018,第Ⅱ部,問題3,(1),25,終身年金型個人年金における長寿リスク・商品設計,所見論述,終身年金／長寿リスク／トンチン性／予定死亡率／解約益,所見型,商品開発・基礎率,5,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.3.1 保険給付等の詳細設計,1.4.1 予定死亡率・予定給付発生率等／4.4.8 資産運用・ALM,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：1.4.1 予定死亡率・予定給付発生率等／4.4.8 資産運用・ALM,26,4-23,2018G.pdf,p.5,5,10,exams/2018G.pdf#page=5,textbooks/hoken1-seiho_04.pdf#page=26,exams/2018G.pdf#page=10,,,,,,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第4章 生命保険の商品開発 ＞ 4.3.1 保険給付等の詳細設計"", ""source"": ""hoken1-seiho_04.pdf"", ""usage"": ""1.4.1 予定死亡率・予定給付発生率等／4.4.8 資産運用・ALM"", ""url"": ""textbooks/hoken1-seiho_04.pdf#page=26"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：1.4.1 予定死亡率・予定給付発生率等／4.4.8 資産運用・ALM"", ""pdf_page"": ""26"", ""internal_page"": ""4-23""}]",1,教科書：第4章 生命保険の商品開発 ＞ 4.3.1 保険給付等の詳細設計,,,
2018-Q3(2),2018,第Ⅱ部,問題3,(2),25,ライフスタイルを反映した保険料率細分化,所見論述,料率細分化／公平性／ライフスタイル／測定可能性／逆選択,所見型,料率細分化,5,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.5.3 保険料率の区分にあたって留意すべき事項,1.5.2 保険技術的公平性と社会的公平性,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：1.5.2 保険技術的公平性と社会的公平性,26,1-24,2018G.pdf,p.5,5,15,exams/2018G.pdf#page=5,textbooks/hoken1-seiho_01.pdf#page=26,exams/2018G.pdf#page=15,,,,,,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第1章 営業保険料 ＞ 1.5.3 保険料率の区分にあたって留意すべき事項"", ""source"": ""hoken1-seiho_01.pdf"", ""usage"": ""1.5.2 保険技術的公平性と社会的公平性"", ""url"": ""textbooks/hoken1-seiho_01.pdf#page=26"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：1.5.2 保険技術的公平性と社会的公平性"", ""pdf_page"": ""26"", ""internal_page"": ""1-24""}]",1,教科書：第1章 営業保険料 ＞ 1.5.3 保険料率の区分にあたって留意すべき事項,,,
2019-Q1(1),2019,第Ⅰ部,問題1,(1),5,第三分野標準生命表2018の作成過程,語句記入,第21回生命表／高度障害／死亡率改善／補整／上限,知識型,医療保険,3,S,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 付録4 第三分野標準生命表2018の作成概要,7.4.1.1 死亡率,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：7.4.1.1 死亡率,54,7-50,2019G.pdf,p.1,1,7,exams/2019G.pdf#page=1,textbooks/hoken1-seiho_07.pdf#page=54,exams/2019G.pdf#page=7,金融庁 報道発表資料（保険会社関係）,https://www.fsa.go.jp/news/r7/hoken/news_menu_h.html,,,1,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第7章 医療保険 ＞ 付録4 第三分野標準生命表2018の作成概要"", ""source"": ""hoken1-seiho_07.pdf"", ""usage"": ""7.4.1.1 死亡率"", ""url"": ""textbooks/hoken1-seiho_07.pdf#page=54"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：7.4.1.1 死亡率"", ""pdf_page"": ""54"", ""internal_page"": ""7-50""}, {""id"": ""OFF-29"", ""category"": ""パブコメ"", ""title"": ""金融庁 報道発表資料（保険会社関係）"", ""source"": ""金融庁"", ""usage"": ""監督指針・法令改正・標準生命表関連などの公表資料、パブリックコメント確認"", ""url"": ""https://www.fsa.go.jp/news/r7/hoken/news_menu_h.html"", ""type"": ""公式"", ""reason"": ""監督指針・法令改正・標準生命表関連などの公表資料、パブリックコメント確認"", ""section_hint"": ""金融庁 報道発表資料（保険会社関係）"", ""excerpt"": ""監督指針・法令改正・標準生命表関連などのパブリックコメント・公表資料の入口。個別案件の確認用。"", ""display_mode"": ""official_panel""}]",2,教科書：第7章 医療保険 ＞ 付録4 第三分野標準生命表2018の作成概要 ／ 公式：金融庁 報道発表資料（保険会社関係）,金融庁 報道発表資料（保険会社関係）,監督指針・法令改正・標準生命表関連などのパブリックコメント・公表資料の入口。個別案件の確認用。,
2019-Q1(2),2019,第Ⅰ部,問題1,(2),5,監督指針の商品開発に係る内部管理態勢,語句記入,普通保険約款／事業方法書／算出方法書／認可／自己責任原則,知識型,法令・商品開発,3,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.4.10 法令等,4.2.3 事前に確認すべき事項／［参考］基礎書類,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：4.2.3 事前に確認すべき事項／［参考］基礎書類,54,4-51,2019G.pdf,p.2,2,7,exams/2019G.pdf#page=2,textbooks/hoken1-seiho_04.pdf#page=54,exams/2019G.pdf#page=7,II-2-5 商品開発に係る内部管理態勢,https://www.fsa.go.jp/common/law/guide/ins/02b.html#:~:text=II%20%EF%BC%8D%EF%BC%92%EF%BC%8D%EF%BC%95%EF%BC%8D%EF%BC%91%20%E6%84%8F%E7%BE%A9,保険業法 第5条（免許審査基準）,https://laws.e-gov.go.jp/law/407AC0000000105#Mp-At_5,2,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第4章 生命保険の商品開発 ＞ 4.4.10 法令等"", ""source"": ""hoken1-seiho_04.pdf"", ""usage"": ""4.2.3 事前に確認すべき事項／［参考］基礎書類"", ""url"": ""textbooks/hoken1-seiho_04.pdf#page=54"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：4.2.3 事前に確認すべき事項／［参考］基礎書類"", ""pdf_page"": ""54"", ""internal_page"": ""4-51""}, {""id"": ""OFF-02"", ""category"": ""監督指針"", ""title"": ""II-2-5 商品開発に係る内部管理態勢"", ""source"": ""金融庁"", ""usage"": ""商品開発プロセス、内部管理、保険計理人・関連部門連携"", ""url"": ""https://www.fsa.go.jp/common/law/guide/ins/02b.html#:~:text=II%20%EF%BC%8D%EF%BC%92%EF%BC%8D%EF%BC%95%EF%BC%8D%EF%BC%91%20%E6%84%8F%E7%BE%A9"", ""type"": ""公式"", ""reason"": ""商品開発プロセス、内部管理、保険計理人・関連部門連携"", ""section_hint"": ""II－2－5 商品開発に係る内部管理態勢"", ""excerpt"": ""商品内容は普通保険約款・事業方法書に、料率は算出方法書に記載される。商品開発では、自己責任原則に基づき、リスク面・財務面・募集面・法制面等を検討する内部管理態勢が求められる。"", ""display_mode"": ""official_panel""}, {""id"": ""OFF-19"", ""category"": ""法令"", ""title"": ""保険業法 第5条（免許審査基準）"", ""source"": ""e-Gov法令検索"", ""usage"": ""契約者保護、公序良俗、不当な差別的取扱い等"", ""url"": ""https://laws.e-gov.go.jp/law/407AC0000000105#Mp-At_5"", ""type"": ""公式"", ""reason"": ""契約者保護、公序良俗、不当な差別的取扱い等"", ""section_hint"": ""保険業法 第5条（免許審査基準）"", ""excerpt"": ""免許審査基準。保険契約者等の保護、公序良俗、不当な差別的取扱い等の観点を確認する条文。"", ""display_mode"": ""official_panel""}]",3,教科書：第4章 生命保険の商品開発 ＞ 4.4.10 法令等 ／ 公式：II-2-5 商品開発に係る内部管理態勢 ／ 公式：保険業法 第5条（免許審査基準）,II－2－5 商品開発に係る内部管理態勢,商品内容は普通保険約款・事業方法書に、料率は算出方法書に記載される。商品開発では、自己責任原則に基づき、リスク面・財務面・募集面・法制面等を検討する内部管理態勢が求められる。,
2019-Q1(3),2019,第Ⅰ部,問題1,(3),5,団体生命保険の配当率算式,算式記入,ポアソン分布／死差益／死差損／配当率／剰余金費用,計算型,団体生命保険,4,S,hoken1-seiho_06.pdf,第6章 団体生命保険 ＞ 6.7 配当,6.6.3 経験料率,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：6.6.3 経験料率,26,6-22,2019G.pdf,p.3,3,7,exams/2019G.pdf#page=3,textbooks/hoken1-seiho_06.pdf#page=26,exams/2019G.pdf#page=7,,,,,,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第6章 団体生命保険 ＞ 6.7 配当"", ""source"": ""hoken1-seiho_06.pdf"", ""usage"": ""6.6.3 経験料率"", ""url"": ""textbooks/hoken1-seiho_06.pdf#page=26"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：6.6.3 経験料率"", ""pdf_page"": ""26"", ""internal_page"": ""6-22""}]",1,教科書：第6章 団体生命保険 ＞ 6.7 配当,,,
