id,year,part,main,sub,points,theme,ask,keywords,type,cluster,difficulty,importance,textbook,heading,related,memo,pdf_page,internal_page,source,question_page,problem_pdf_page,answer_pdf_page,problem_path,textbook_path,answer_path,official_exam_url
H24-Q2(3),H24,第Ⅰ部,問題2,(3),10,モデル・ポイントの説明と設定上の留意点,説明,モデル・ポイント／代表契約／選定単位／計算効率／ヴァリデーション／恣意性排除,知識型,商品毎収益検証,3,S,hoken1-seiho_10.pdf,第10章 商品毎収益検証 ＞ 10.10.2 保険群団単位モデルとモデルポイント法の注意事項,10.10.3 代表契約単位のモデルと将来指標,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：10.10.3 代表契約単位のモデルと将来指標,59,10-53,H24G.pdf,p.4,5,10,exams/H24G.pdf#page=5,textbooks/hoken1-seiho_10.pdf#page=59,exams/H24G.pdf#page=10,
H24-Q2(4),H24,第Ⅰ部,問題2,(4),10,予定保険料払込免除率の設定と責任準備金・契約者価額,説明,保険料払込免除率／障害状態／要介護状態／責任準備金／契約者価額／基礎率整合性,知識型,営業保険料・基礎率,4,A,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.1 予定死亡率・予定給付発生率等,2.2.2 解約返戻金に係る法規整,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：2.2.2 解約返戻金に係る法規整,9,1-7,H24G.pdf,p.4,5,12,exams/H24G.pdf#page=5,textbooks/hoken1-seiho_01.pdf#page=9,exams/H24G.pdf#page=12,
H24-Q3(1),H24,第Ⅱ部,問題3,(1),20,低金利下における団体年金保険の予定利率設定,所見論述,低金利／予定利率／団体年金／金利リスク／販売停止・据置,所見型,営業保険料・予定利率,5,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.3 予定利率,10.5 金利のシナリオ設定,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：10.5 金利のシナリオ設定,13,1-11,H24G.pdf,p.6,6,14,exams/H24G.pdf#page=6,textbooks/hoken1-seiho_01.pdf#page=13,exams/H24G.pdf#page=14,
H24-Q3(2),H24,第Ⅱ部,問題3,(2),20,金融機関代理店チャネルの商品設計・価格設定,所見論述,乗合代理店／金融機関窓販／商品設計／チャネル特性／ガバナンス,所見型,商品開発・販売チャネル,5,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.4.3 販売経路（営業、募集）,4.2.1 商品開発プロセスの概略／1.4.4 予定事業費率,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：4.2.1 商品開発プロセスの概略／1.4.4 予定事業費率,39,4-36,H24G.pdf,p.6,6,17,exams/H24G.pdf#page=6,textbooks/hoken1-seiho_04.pdf#page=39,exams/H24G.pdf#page=17,
H25-Q1(1),H25,第Ⅰ部,問題1,(1),5,第三分野標準生命表2007の作成方法,語句記入,第三分野標準生命表／基礎データ／補整／死亡保険用死亡率,知識型,医療保険,3,A,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 7.4.1.1 死亡率,付録4 第三分野標準生命表2018の作成概要,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：付録4 第三分野標準生命表2018の作成概要,17,7-13,H25G.pdf,p.1,1,6,exams/H25G.pdf#page=1,textbooks/hoken1-seiho_07.pdf#page=17,exams/H25G.pdf#page=6,
H25-Q1(2),H25,第Ⅰ部,問題1,(2),5,アセット・シェアの料率設定への活用,語句記入,イクエーション方式／アキュムレーション方式／利益目標／保険料率,知識型,アセット・シェア,3,S,hoken1-seiho_03.pdf,第3章 アセット・シェア ＞ 3.3.1 料率設定への活用,3.2 アセット・シェア計算の原理,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：3.2 アセット・シェア計算の原理,25,3-21,H25G.pdf,p.1,1,6,exams/H25G.pdf#page=1,textbooks/hoken1-seiho_03.pdf#page=25,exams/H25G.pdf#page=6,
H25-Q1(3),H25,第Ⅰ部,問題1,(3),5,財務再保険の定義と会計処理,語句記入,財務再保険／手数料収入／収益認識／預かり金,知識型,再保険,3,S,hoken1-seiho_08.pdf,第8章 再保険 ＞ 8.2.4 伝統的再保険・非伝統的再保険,8.4.3 ファイナイト・リスク保険,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：8.4.3 ファイナイト・リスク保険,13,8-9,H25G.pdf,p.2,2,6,exams/H25G.pdf#page=2,textbooks/hoken1-seiho_08.pdf#page=13,exams/H25G.pdf#page=6,
H25-Q1(4),H25,第Ⅰ部,問題1,(4),5,団体生命保険の数理算式,計算・算式,二項分布／純保険料／剰余／保険料率,計算型,団体生命保険,4,A,hoken1-seiho_06.pdf,第6章 団体生命保険 ＞ 6.6.1 保険料,6.6.2 平均保険料率,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：6.6.2 平均保険料率,19,6-15,H25G.pdf,p.2,2,6,exams/H25G.pdf#page=2,textbooks/hoken1-seiho_06.pdf#page=19,exams/H25G.pdf#page=6,
H25-Q1(5),H25,第Ⅰ部,問題1,(5),5,VaRとCTEの説明・特徴,説明・数式,VaR／CTE／テイルリスク／リスク尺度,知識型,変額年金・リスク評価,3,S,hoken1-seiho_05.pdf,第5章 変額年金保険 ＞ 5.3.1 CTEアプローチ,5.3 変額年金保険数理の基本的な考え方,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：5.3 変額年金保険数理の基本的な考え方,15,5-11,H25G.pdf,p.3,3,7,exams/H25G.pdf#page=3,textbooks/hoken1-seiho_05.pdf#page=15,exams/H25G.pdf#page=7,
H25-Q1(6),H25,第Ⅰ部,問題1,(6),5,医療保険のIBNR備金と入院責任準備金,説明,IBNR／入院責任準備金／既発生未報告／支払備金,知識型,医療保険,3,S,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 7.5.3 支払備金・既発生未報告支払備金,7.5.3.1 既発生未報告支払備金と入院責任準備金との関係,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：7.5.3.1 既発生未報告支払備金と入院責任準備金との関係,26,7-22,H25G.pdf,p.3,3,7,exams/H25G.pdf#page=3,textbooks/hoken1-seiho_07.pdf#page=26,exams/H25G.pdf#page=7,
H25-Q2(1),H25,第Ⅰ部,問題2,(1),10,MVAの算式と利率設定の留意点,説明・算式,MVA／契約時利率／解約時利率／タイムラグマージン,複合型,解約返戻金・MVA,4,S,hoken1-seiho_02.pdf,第2章 解約および解約返戻金 ＞ 2.5.4 市場価格調整（Market Value Adjustment）,2.6.3 MVAの影響,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：2.6.3 MVAの影響,30,2-24,H25G.pdf,p.4,4,8,exams/H25G.pdf#page=4,textbooks/hoken1-seiho_02.pdf#page=30,exams/H25G.pdf#page=8,
H25-Q2(2),H25,第Ⅰ部,問題2,(2),10,保険料率区分要素と男女別料率,説明,同質性／分離の必然性／測定可能性／男女別料率,知識型,料率細分化,3,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.5.3 保険料率の区分にあたって留意すべき事項,1.5.2 保険技術的公平性と社会的公平性,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：1.5.2 保険技術的公平性と社会的公平性,26,1-24,H25G.pdf,p.4,4,9,exams/H25G.pdf#page=4,textbooks/hoken1-seiho_01.pdf#page=26,exams/H25G.pdf#page=9,
H25-Q2(3),H25,第Ⅰ部,問題2,(3),10,商品毎収益検証における事業費シナリオ設定,説明,新契約費／維持費／配賦単位／会社経験値／規模の経済,複合型,商品毎収益検証,4,S,hoken1-seiho_10.pdf,第10章 商品毎収益検証 ＞ 10.7 事業費の設定,10.7.5 規模の弾力性,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：10.7.5 規模の弾力性,43,10-37,H25G.pdf,p.4,4,10,exams/H25G.pdf#page=4,textbooks/hoken1-seiho_10.pdf#page=43,exams/H25G.pdf#page=10,
H25-Q3(1),H25,第Ⅱ部,問題3,(1),20,無解約返戻金型商品の開発・予定解約率,所見論述,無解約返戻金／予定解約率／契約者理解／解約率変動リスク,所見型,解約返戻金,5,S,hoken1-seiho_02.pdf,第2章 解約および解約返戻金 ＞ 2.5.2 低・無解約返戻金型商品,2.6.2 解約リスク,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：2.6.2 解約リスク,27,2-21,H25G.pdf,p.5,5,12,exams/H25G.pdf#page=5,textbooks/hoken1-seiho_02.pdf#page=27,exams/H25G.pdf#page=12,
H25-Q3(2),H25,第Ⅱ部,問題3,(2),20,長寿リスクと個人年金保険の商品設計,所見論述,長寿リスク／年金開始後死亡率／予定利率／再保険／商品設計,所見型,営業保険料・基礎率,5,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.3.1 保険給付等の詳細設計,1.4.1 予定死亡率・予定給付発生率等,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：1.4.1 予定死亡率・予定給付発生率等,26,4-23,H25G.pdf,p.5,5,15,exams/H25G.pdf#page=5,textbooks/hoken1-seiho_04.pdf#page=26,exams/H25G.pdf#page=15,
H26-Q1(1),H26,第Ⅰ部,問題1,(1),5,算出方法書の記載事項,語句記入,返戻金／契約者配当／未収保険料／保険期間／保険数理,知識型,法令・基礎書類,2,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ ［参考］商品開発に関連する基礎書類,4.4.10 法令等,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：4.4.10 法令等,56,4-53,H26G.pdf,p.1,1,7,exams/H26G.pdf#page=1,textbooks/hoken1-seiho_04.pdf#page=56,exams/H26G.pdf#page=7,
H26-Q1(2),H26,第Ⅰ部,問題1,(2),5,団体保険の商品種類・目的,語句記入,総合福祉団体定期保険／ヒューマン・ヴァリュー特約／団体信用生命保険,知識型,団体生命保険,2,S,hoken1-seiho_06.pdf,第6章 団体生命保険 ＞ 6.5 団体保険の種類,6.4 団体定期保険の総論,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：6.4 団体定期保険の総論,12,6-8,H26G.pdf,p.1,1,7,exams/H26G.pdf#page=1,textbooks/hoken1-seiho_06.pdf#page=12,exams/H26G.pdf#page=7,
H26-Q1(3),H26,第Ⅰ部,問題1,(3),5,非伝統的再保険とART,語句記入,財務再保険／サープラス・リリーフ／ART／キャプティブ／証券化,知識型,再保険,3,S,hoken1-seiho_08.pdf,第8章 再保険 ＞ 8.2.4 伝統的再保険・非伝統的再保険,8.4 再保険と財務改善,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：8.4 再保険と財務改善,13,8-9,H26G.pdf,p.2,2,7,exams/H26G.pdf#page=2,textbooks/hoken1-seiho_08.pdf#page=13,exams/H26G.pdf#page=7,
H26-Q1(4),H26,第Ⅰ部,問題1,(4),5,死亡率の年齢調整,計算・説明,経験死亡率／年齢調整／経過契約分布／件数ベース死亡率,計算型,営業保険料・基礎率,4,A,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.1 予定死亡率・予定給付発生率等,7.4.1.1 死亡率,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：7.4.1.1 死亡率,9,1-7,H26G.pdf,p.3,3,7,exams/H26G.pdf#page=3,textbooks/hoken1-seiho_01.pdf#page=9,exams/H26G.pdf#page=7,
H26-Q1(5),H26,第Ⅰ部,問題1,(5),5,変額年金保険の会計価値ヘッジ,説明,会計価値ヘッジ／責任準備金／経済価値ヘッジ／デリバティブ,知識型,変額年金・ヘッジ,3,S,hoken1-seiho_05.pdf,第5章 変額年金保険 ＞ 5.5.2 会計価値のヘッジ,5.5.1 経済価値のヘッジ,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：5.5.1 経済価値のヘッジ,35,5-31,H26G.pdf,p.4,4,8,exams/H26G.pdf#page=4,textbooks/hoken1-seiho_05.pdf#page=35,exams/H26G.pdf#page=8,
H26-Q1(6),H26,第Ⅰ部,問題1,(6),5,第三分野基礎率変更権の審査上の留意事項,説明,基礎率変更権／審査／予定発生率／契約者保護,知識型,医療保険,3,S,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 7.6.2 基礎率変更権を行使する認可申請の取扱い,7.6.1 基礎率変更権の設定について,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：7.6.1 基礎率変更権の設定について,37,7-33,H26G.pdf,p.4,4,8,exams/H26G.pdf#page=4,textbooks/hoken1-seiho_07.pdf#page=37,exams/H26G.pdf#page=8,
H26-Q2(1),H26,第Ⅰ部,問題2,(1),10,高額割引制度のメリット・デメリット,説明,高額割引／費用主義／価格競争力／公平性／逆選択,複合型,料率細分化,4,A,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.5.3 保険料率の区分にあたって留意すべき事項,1.5.1 理念としての公平性原則,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：1.5.1 理念としての公平性原則,26,1-24,H26G.pdf,p.5,5,9,exams/H26G.pdf#page=5,textbooks/hoken1-seiho_01.pdf#page=26,exams/H26G.pdf#page=9,
H26-Q2(2),H26,第Ⅰ部,問題2,(2),10,優良体保険導入時の留意事項,説明,優良体／死亡率／査定基準／既契約への影響／募集トラブル,複合型,危険選択・料率細分化,4,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.5.3 保険料率の区分にあたって留意すべき事項,4.4.4 危険選択（アンダーライティング）,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：4.4.4 危険選択（アンダーライティング）,26,1-24,H26G.pdf,p.5,5,10,exams/H26G.pdf#page=5,textbooks/hoken1-seiho_01.pdf#page=26,exams/H26G.pdf#page=10,
H26-Q2(3),H26,第Ⅰ部,問題2,(3),10,解約益リスクと継続リスク,説明,解約益リスク／継続リスク／将来利益／解約率／収益性,知識型,解約返戻金,3,S,hoken1-seiho_02.pdf,第2章 解約および解約返戻金 ＞ 2.6.1 解約益 ＞ 2.6.2 解約リスク,2.6.4 動的解約率前提,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：2.6.4 動的解約率前提,32,2-26,H26G.pdf,p.5,5,12,exams/H26G.pdf#page=5,textbooks/hoken1-seiho_02.pdf#page=32,exams/H26G.pdf#page=12,
H26-Q3(1),H26,第Ⅱ部,問題3,(1),20,市場整合的評価手法を用いた商品毎収益検証,所見論述,市場整合的評価／リスクフリーレート／ALM／シナリオ／収益性,所見型,商品毎収益検証,5,S,hoken1-seiho_10.pdf,第10章 商品毎収益検証 ＞ 10.3.1 商品毎収益検証に使うシナリオと手法,10.9 収益性・健全性の指標の例,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：10.9 収益性・健全性の指標の例,12,10-6,H26G.pdf,p.6,6,13,exams/H26G.pdf#page=6,textbooks/hoken1-seiho_10.pdf#page=12,exams/H26G.pdf#page=13,
H26-Q3(2),H26,第Ⅱ部,問題3,(2),20,医療保険の開発・商品設計・基礎率設定,所見論述,医療保険／逆選択／モラルリスク／給付設計／予定発生率,所見型,医療保険・商品開発,5,S,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 7.4.1.4 予定発生率および予定入院日数などの設定の留意点,4.3.1 保険給付等の詳細設計／7.3 保障内容,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：4.3.1 保険給付等の詳細設計／7.3 保障内容,20,7-16,H26G.pdf,p.6,6,16,exams/H26G.pdf#page=6,textbooks/hoken1-seiho_07.pdf#page=20,exams/H26G.pdf#page=16,
H28-Q1(1),H28,第Ⅰ部,問題1,(1),5,保険業法第3条・生命保険業免許の範囲,語句記入,生存又は死亡／疾病／傷害／出産／不妊治療,知識型,法令・基礎書類,3,A,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.4.10 法令等,7.1.1 保険業法上の医療保険,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：7.1.1 保険業法上の医療保険,54,4-51,H28G.pdf,p.1,1,7,exams/H28G.pdf#page=1,textbooks/hoken1-seiho_04.pdf#page=54,exams/H28G.pdf#page=7,
H28-Q1(2),H28,第Ⅰ部,問題1,(2),5,大蔵省告示第233号・財務再保険,語句記入,すべてのリスク／出再保険受入手数料／現金／共同保険式再保険,知識型,再保険,3,S,hoken1-seiho_08.pdf,第8章 再保険 ＞ 8.2.4 伝統的再保険・非伝統的再保険,8.2.5 再保険判定,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：8.2.5 再保険判定,13,8-9,H28G.pdf,p.2,2,7,exams/H28G.pdf#page=2,textbooks/hoken1-seiho_08.pdf#page=13,exams/H28G.pdf#page=7,
H28-Q1(3),H28,第Ⅰ部,問題1,(3),5,変額年金保険の最低保証リスク基本構造,語句記入,プット・オプション／コール・オプション／プットコールパリティ／金利リスク,知識型,変額年金・リスク評価,3,S,hoken1-seiho_05.pdf,第5章 変額年金保険 ＞ 5.2 最低保証リスクの基本的構造,5.3 変額年金保険数理の基本的な考え方,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：5.3 変額年金保険数理の基本的な考え方,9,5-5,H28G.pdf,p.3,3,7,exams/H28G.pdf#page=3,textbooks/hoken1-seiho_05.pdf#page=9,exams/H28G.pdf#page=7,
H28-Q1(4),H28,第Ⅰ部,問題1,(4),5,保障性商品のプロフィット・マージン計算,計算,営業保険料／純保険料／付加保険料／プロフィット・マージン,計算型,商品毎収益検証,4,A,hoken1-seiho_10.pdf,第10章 商品毎収益検証 ＞ 10.9.1 プロフィット・マージン,10.9.2 投資回収年度,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：10.9.2 投資回収年度,54,10-48,H28G.pdf,p.4,4,7,exams/H28G.pdf#page=4,textbooks/hoken1-seiho_10.pdf#page=54,exams/H28G.pdf#page=7,
H28-Q1(5),H28,第Ⅰ部,問題1,(5),5,団体生命保険の優良団体割引・平均保険料率,説明,優良団体割引／平均保険料率／団体規模／経験死亡率,知識型,団体生命保険,3,S,hoken1-seiho_06.pdf,第6章 団体生命保険 ＞ 6.6.4 経験体割引,6.6.2 平均保険料率,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：6.6.2 平均保険料率,24,6-20,H28G.pdf,p.4,4,8,exams/H28G.pdf#page=4,textbooks/hoken1-seiho_06.pdf#page=24,exams/H28G.pdf#page=8,
H28-Q1(6),H28,第Ⅰ部,問題1,(6),5,特定保険契約と金融商品取引法準用,説明,特定保険契約／変額保険／外貨建保険／市場リスク,知識型,法令・基礎書類,3,A,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.4.10 法令等,特定保険契約・募集関連規制,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：特定保険契約・募集関連規制,54,4-51,H28G.pdf,p.4,4,8,exams/H28G.pdf#page=4,textbooks/hoken1-seiho_04.pdf#page=54,exams/H28G.pdf#page=8,
H28-Q2(1),H28,第Ⅰ部,問題2,(1),10,商品毎収益検証の死亡率シナリオ設定,列挙・説明,死亡率シナリオ／会社経験値／業界経験値／国民生命表／選択効果,知識型,商品毎収益検証,3,S,hoken1-seiho_10.pdf,第10章 商品毎収益検証 ＞ 10.4 死亡率のシナリオの設定,10.4.1 会社の過去の経験値／10.4.8 商品特性,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：10.4.1 会社の過去の経験値／10.4.8 商品特性,19,10-13,H28G.pdf,p.5,5,9,exams/H28G.pdf#page=5,textbooks/hoken1-seiho_10.pdf#page=19,exams/H28G.pdf#page=9,
H28-Q2(2),H28,第Ⅰ部,問題2,(2),10,医療保険の予定発生率の平滑化・料率設定,説明,粗発生率／年齢単調性／補整／予定発生率／営業保険料,複合型,医療保険,4,S,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 7.4.1.4 予定発生率および予定入院日数などの設定の留意点,1.5 保険料の細分化,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：1.5 保険料の細分化,20,7-16,H28G.pdf,p.5,5,11,exams/H28G.pdf#page=5,textbooks/hoken1-seiho_07.pdf#page=20,exams/H28G.pdf#page=11,
H28-Q3(1),H28,第Ⅱ部,問題3,(1),25,新規チャネル商品の事業費シナリオ設定,所見論述,金融機関代理店／インターネット／事業費配賦／シナリオ相関／商品毎収益検証,所見型,商品毎収益検証・販売チャネル,5,S,hoken1-seiho_10.pdf,第10章 商品毎収益検証 ＞ 10.7 事業費の設定,4.4.3 販売経路（営業、募集）,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：4.4.3 販売経路（営業、募集）,43,10-37,H28G.pdf,p.6,6,12,exams/H28G.pdf#page=6,textbooks/hoken1-seiho_10.pdf#page=43,exams/H28G.pdf#page=12,
H28-Q3(2),H28,第Ⅱ部,問題3,(2),25,無選択平準払終身保険の開発,所見論述,無選択／終身保険／危険選択／料率区分／リスク管理,所見型,危険選択・商品開発,5,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.4.4 危険選択（アンダーライティング）,1.5 保険料の細分化／7.4.1.4 予定発生率,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：1.5 保険料の細分化／7.4.1.4 予定発生率,42,4-39,H28G.pdf,p.6,6,16,exams/H28G.pdf#page=6,textbooks/hoken1-seiho_04.pdf#page=42,exams/H28G.pdf#page=16,
2018-Q1(1),2018,第Ⅰ部,問題1,(1),5,アセット・シェアの定義と活用目的,説明,アセット・シェア／保険料率／責任準備金十分性／配当確認,知識型,アセット・シェア,2,S,hoken1-seiho_03.pdf,第3章 アセット・シェア ＞ 3.1.1 アセット・シェアの定義,3.1.2 アセット・シェア計算の目的,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：3.1.2 アセット・シェア計算の目的,5,3-1,2018G.pdf,p.1,1,6,exams/2018G.pdf#page=1,textbooks/hoken1-seiho_03.pdf#page=5,exams/2018G.pdf#page=6,
2018-Q1(2),2018,第Ⅰ部,問題1,(2),5,商品開発の事後モニタリングと改善アクション,説明,事後モニタリング／給付発生指数／予定発生率／改善アクション／副作用,複合型,商品開発・モニタリング,3,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.2.4 事後モニタリングと改善アクション,4.1.1 不確実性の下での財務健全性・収益性,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：4.1.1 不確実性の下での財務健全性・収益性,22,4-19,2018G.pdf,p.1,1,6,exams/2018G.pdf#page=1,textbooks/hoken1-seiho_04.pdf#page=22,exams/2018G.pdf#page=6,
2018-Q1(3),2018,第Ⅰ部,問題1,(3),5,商品毎収益検証モデル選定の論点,列挙,モデル選定／計算負荷／再現性／目的適合性／モデルポイント,知識型,商品毎収益検証,3,S,hoken1-seiho_10.pdf,第10章 商品毎収益検証 ＞ 10.10.1 モデルの選定,10.10.2 モデル・ポイント法の注意事項,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：10.10.2 モデル・ポイント法の注意事項,58,10-52,2018G.pdf,p.1,1,6,exams/2018G.pdf#page=1,textbooks/hoken1-seiho_10.pdf#page=58,exams/2018G.pdf#page=6,
2018-Q1(4),2018,第Ⅰ部,問題1,(4),7,監督指針の商品開発態勢・商品審査上の留意点,語句記入,収支予測／合理的／特別利益提供／契約者保護／モラルリスク,知識型,法令・商品開発,3,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.4.10 法令等,4.2.3 事前に確認すべき事項,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：4.2.3 事前に確認すべき事項,54,4-51,2018G.pdf,p.2,2,7,exams/2018G.pdf#page=2,textbooks/hoken1-seiho_04.pdf#page=54,exams/2018G.pdf#page=7,
2018-Q1(5),2018,第Ⅰ部,問題1,(5),5,最低保証付変額年金保険のプライシング,語句記入,最低保証費用率／特別勘定残高／インザマネー／分散効果／市場整合的,知識型,変額年金・プライシング,3,S,hoken1-seiho_05.pdf,第5章 変額年金保険 ＞ 5.2.1 最低保証の金融リスク,5.3 変額年金保険数理の基本的な考え方,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：5.3 変額年金保険数理の基本的な考え方,9,5-5,2018G.pdf,p.3,3,7,exams/2018G.pdf#page=3,textbooks/hoken1-seiho_05.pdf#page=9,exams/2018G.pdf#page=7,
2018-Q1(6),2018,第Ⅰ部,問題1,(6),3,団体定期保険の優良団体割引率,計算,優良団体割引／正規分布／信頼区間／被保険者数,計算型,団体生命保険,4,A,hoken1-seiho_06.pdf,第6章 団体生命保険 ＞ 6.6.4 経験体割引,6.6.2 平均保険料率,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：6.6.2 平均保険料率,24,6-20,2018G.pdf,p.3,3,7,exams/2018G.pdf#page=3,textbooks/hoken1-seiho_06.pdf#page=24,exams/2018G.pdf#page=7,
2018-Q2(1),2018,第Ⅰ部,問題2,(1),10,生保標準生命表2018（死亡保険用）の作成過程,説明,生保標準生命表2018／観察年度／截断／選択効果／高年齢データ,知識型,営業保険料・基礎率,4,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.1 予定死亡率・予定給付発生率等,7.4.1.1 死亡率,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：7.4.1.1 死亡率,9,1-7,2018G.pdf,p.4,4,8,exams/2018G.pdf#page=4,textbooks/hoken1-seiho_01.pdf#page=9,exams/2018G.pdf#page=8,
2018-Q2(2),2018,第Ⅰ部,問題2,(2),10,金利上昇時の解約返戻金支払と流動性問題,説明,金利上昇／解約返戻金／流動性リスク／MVA／契約者行動モデル,複合型,解約返戻金・金利リスク,4,S,hoken1-seiho_02.pdf,第2章 解約および解約返戻金 ＞ 2.7.4 流動性に対するリスク管理,2.7.2 ALMの観点からみた解約,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：2.7.2 ALMの観点からみた解約,42,2-36,2018G.pdf,p.4,4,9,exams/2018G.pdf#page=4,textbooks/hoken1-seiho_02.pdf#page=42,exams/2018G.pdf#page=9,
2018-Q3(1),2018,第Ⅱ部,問題3,(1),25,終身年金型個人年金における長寿リスク・商品設計,所見論述,終身年金／長寿リスク／トンチン性／予定死亡率／解約益,所見型,商品開発・基礎率,5,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.3.1 保険給付等の詳細設計,1.4.1 予定死亡率・予定給付発生率等／4.4.8 資産運用・ALM,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：1.4.1 予定死亡率・予定給付発生率等／4.4.8 資産運用・ALM,26,4-23,2018G.pdf,p.5,5,10,exams/2018G.pdf#page=5,textbooks/hoken1-seiho_04.pdf#page=26,exams/2018G.pdf#page=10,
2018-Q3(2),2018,第Ⅱ部,問題3,(2),25,ライフスタイルを反映した保険料率細分化,所見論述,料率細分化／公平性／ライフスタイル／測定可能性／逆選択,所見型,料率細分化,5,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.5.3 保険料率の区分にあたって留意すべき事項,1.5.2 保険技術的公平性と社会的公平性,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：1.5.2 保険技術的公平性と社会的公平性,26,1-24,2018G.pdf,p.5,5,15,exams/2018G.pdf#page=5,textbooks/hoken1-seiho_01.pdf#page=26,exams/2018G.pdf#page=15,
2019-Q1(1),2019,第Ⅰ部,問題1,(1),5,第三分野標準生命表2018の作成過程,語句記入,第21回生命表／高度障害／死亡率改善／補整／上限,知識型,医療保険,3,S,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 付録4 第三分野標準生命表2018の作成概要,7.4.1.1 死亡率,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：7.4.1.1 死亡率,54,7-50,2019G.pdf,p.1,1,7,exams/2019G.pdf#page=1,textbooks/hoken1-seiho_07.pdf#page=54,exams/2019G.pdf#page=7,
